clean_text,final_label,source_langue,pays
no hiya hadik hh,neutral,latin,maroc
منشور رائع,positive,arabe,maroc
qoltiha men maser machi lmghreb rah mesmomin yarebi yrbeh ghir mghribi wahd,negative,latin,maroc
صحيح معقول قمة الروعة الحكمة المعنى كلام,positive,arabe,maroc
hh alina oalik hadi chno ntssahro biha,neutral,latin,maroc
khti wach mabaghach tfhmi qasamn bilah majamhoro wlah hta hadok mgharba baghin ydiro fitna,negative,latin,maroc
مسرحية تافهة حقيرة المراد اثارة انتباه الناس لاغير,negative,arabe,maroc
مبروك الفوز الجائزة الأخير تحياتي الأسرة الكريمة انك سفير الأغنية المغربية وروح الموطنة المغربية,positive,arabe,maroc
لجنة العدل والتشريع خاص مراجعة شاملة لقانون المسطرة الجنائية ولمجموعة القانون الجنائي والمحاكمات خاصها بالزربة إطار قانوني,neutral,arabe,maroc
imta ghadi dozi ftamazighto nghniwha mghribiya kanbghiik,positive,latin,maroc
انتمالكخاسرشيحاجةكهمكنشروتصويرالتخريبوالاعتذاءعليالممتلكاتالخاصةوالعامةهانتفهمتي راكعارفكلشي وعلاشدواعيامنية,negative,arabe,maroc
قويا سعد لاننا نحبك والله يشهد صدق احساسنا كنتمنى السعادة قلبي نشوفك داائما,positive,arabe,maroc
salam momkin nataaraf ana jadid hona hh,neutral,latin,maroc
hh wagha sakti daba ihjmo alik hh kaybano gha man lil lil bhal khafafich h,negative,latin,maroc
حكومة اسبانيا طلقو مبادرة وفيرة بتمويل أوروبي باش يعاونو عاملات الفريز المغربيات فتح مشاريع مني يرجعو للمغرب,neutral,arabe,maroc
تحليل تأثير الحرب بلادنا خبراء لـگود المغرب لعب معلم وعرف كيفاش يحافظ الهيبة ديالو ويكون صريح الغرب ويبين اننا امبراطورية حفات سنانها فالأزمات والحروب والتحالفات,neutral,arabe,maroc
ad dyalna bdat lhmd o jemaat htal db tghk views chokr khass kol merries dyalna li tberao o kano sabab kbir f najah had pjct o chokr kbir li aawnatni njmea tabaroaat o nessqat maa merries f fb stream merries and spread exo love f,positive,latin,maroc
العملات الافتراضية دايرا القلق للدولة لاليرت جديدة بنك المغرب والهيئة المغربية لسوق الرساميل ومكتب الصرف,neutral,arabe,maroc
عسلاحبك,positive,arabe,maroc
galik rah wsel casa waqila,neutral,latin,maroc
وغادي انتخبوا العدالة التنمية,positive,arabe,maroc
لايحرم الا الله النهاري انسان عادي متقف مخترع نابغة,negative,arabe,maroc
ؤكيمشي العند ناس كبار ؤمكيعرفوش اشنهيا اسياسة,negative,arabe,maroc
chi wahd idir groupe o yjmana fih,neutral,latin,maroc
hh tyqtéénii bsout ihaab hh rah knt kandiir tskhinaat,neutral,latin,maroc
احب إفران بالأخص فصل الشتاء أجمل المناظر الطبيعية فصل الشتاء,positive,arabe,maroc
انا كنت اشد المدافعين سوني بعدها صدمت جودة الصوت تسمع صوت المتصل ضعيفا مقارنة بهواتف اخرى تعليق,negative,arabe,maroc
استغلال سيارات الدولة فالسفريات والعطل نوض صداع الاغلبية والمعارضة بجماعة كلميم والملف وصل للوالي,neutral,arabe,maroc
الشعب يرفض سياسة بنكيران اللاجتماعية,negative,arabe,maroc
عبروا عليهم اداوا واجبهم المهنى احسن وجه الحكومة فتحاش خيرية,negative,arabe,maroc
lmoskhat lmahsadat li khashom ghi fin ydwiw ala hanane hako tfrjo a,negative,latin,maroc
الكَيرا فأوكرانيا روسيا كتشكي الخسائر تزادت فصفوف القوات ديالنا واقتصادنا العصا بسباب العقوبات,neutral,arabe,maroc
أحلى نَعيش خيرٍ وسَلام,positive,arabe,maroc
a ans f twittoma gh ans hh,neutral,latin,maroc
بارك الله عفاف فيديو اكتتر رائع مزيدا العطاء وربي خلي ليك الكتكوت سعد,positive,arabe,maroc
chkun sselttk alia maa kham w hadchi ghir jawbtk dghia w matatltch,negative,latin,maroc
الرد المناسب الدي يستحق أمثال الإنتهازي الدي يريد يخلد الكرسيهه,negative,arabe,maroc
تفكيك ريزو فوجدة كيزور ضواصا للحصول الفيزا الموقوفين كاين أعضاء فجماعة العدل والإحسان تصاور,neutral,arabe,maroc
رئيس الحكومة للوزرا عالجو الصعوبات اللي كتواجه تنزيل الإجراءات اللي تدارت للتخفيف آثار ارتفاع الأسعار وقلة المواد الأولية المقاولات,neutral,arabe,maroc
عندو الزين عندو سعد ولد بلادو,positive,arabe,maroc
المتحدثة باسم الحكومة الإسبانية المكالمة ملك المغرب وسانشيث غادي تجلب لينا اخبار كتفرح فالمستقبل,neutral,arabe,maroc
حكومة البكاي البوجادي اغرقت الوطن بالديون وجعلته فريسة لصندوق النقد الدولي,positive,arabe,maroc
bsahtak khoyatstahel saadat paris bikrak dima mkbar bina,positive,latin,maroc
wa khaliwah meni kateatewah wajah kyaejbo lehal tlaqohom dahkin hitach chi wehdin mchaw aando chemtanin,negative,latin,maroc
ttpstwittercomelarrouchstatusttqaghaghghghaht kono adkyae warfo bli idara dayrin had chy bach yrawnoha o yntaqmo,neutral,latin,maroc
اكياس بلاستيكية قنينات فارغة حفاضات الاطفال عصي احجار او مخلفات البناء اللهم هدا منكر ونحن كمواطنون مسؤولون بالدرجة الاولى ولكم واسع النظر,negative,arabe,maroc
تحية سوريا,positive,arabe,maroc
hh wayli wach bsah,neutral,latin,maroc
bghat tfaskho hh jamila li trt aliha okan galak mlayan tiqhbin chafti hanti griti,neutral,latin,maroc
طاحو فبلاصة أخرى منفذ هجوم تل أبيب فإسرائيل قتلوه البوليس,neutral,arabe,maroc
نتمناو التوفيق لابن كيران وحكومة ثانية ان شاء الله,positive,arabe,maroc
qal makaydaam mghribi fstarac hit makayamanx bmawhibthom yaani hanan wala ihab,neutral,latin,maroc
ana aatarid ana daak kanat cocacola diyal jaj iyaal yetroo,neutral,latin,maroc
الرجاء العالمي فخر الكرة المغربية العربية والإفريقية الكائنات الوردية رأي آخر,positive,arabe,maroc
oui lazm ytmnaa hadxi bzaf wlad lmaghrib laarabi dayman mdlomin,neutral,latin,maroc
القدس عربية يرث الله الأرض عليها,negative,arabe,maroc
لوكان بدا بالتقشف راسو وزرائه البرلمانيين ميزانية القصر كنا لنصدق الكلام نقطة الى السطر,negative,arabe,maroc
vrai aham haja matnodch fitna ms akid akid o bikol tawadoa laqab khdraoui mghribi hd aam ncha allah,positive,latin,maroc
عام وإنت بألف خير يامعلم إنشاء الله تكون سنة سعيدة ربنا يوفقك,positive,arabe,maroc
ama aan etlalatek b australia ya allahh lfans fattou b halit damar chamil lama chafou sowar,positive,latin,maroc
ouuf khaliwna rebho ghir mara kikon jawab shih dima maatla hh,neutral,latin,maroc
safi nti ghir fetri li bqalek f ramdan xd,neutral,latin,maroc
مطاردة بوليسية فشوارع كازا سالات بكسيدة الموت لونكيط طيحات بوليسي وها التفاصيل,neutral,arabe,maroc
بنكيران متخافش الله راه معاك وحنا غادي نصوتو لحقاش انت راجل او سيد رجال,positive,arabe,maroc
alsyassa w aldin alkoora w din mzyanin chouf leicester w bouda dyalhoum fin wsslo hh,neutral,latin,maroc
تفلس القناة الثانية او تفلس فهي تصلح لشيء فالقناة تكرس الجهل والامية اوساط الشباب ببرامجها المتعفنة ومساسلاتها المكسيكيكية المدبلجة بالدارجة,negative,arabe,maroc
سؤال يحمل طياته الحقد البغضاء للمغرب اتمنى ان يتجاوز الصحافي محنته الفكرية وان يعود الى وعيه,negative,arabe,maroc
atini scénario b tfssil hh,neutral,latin,maroc
خسرو البنات الدراري كلشي عاطيها الفودكا التسكيرا,negative,arabe,maroc
waara lhalqa nta ofahid qatltona bdahk,positive,latin,maroc
anwerikch kifach kitkhasmo bach ntkhasmoch,positive,latin,maroc
انه شيعي نعلة الله استمتاع باختك ام امك حمار الزواج سنة الله ورسوله,negative,arabe,maroc
لقد تجاوزنا محب لصفحة جلالته الفايسبوك,positive,arabe,maroc
زبن مصطنع غرور ونخوة لخوة واكواك,negative,arabe,maroc
habouba ach katqoli alach chkoun li jay man bara qalab wajho hiya wala howa maandha madir bli baaha,neutral,latin,maroc
ana akhy khedam maa sebaa u ness dsbah u mazal sahran ala wadd had sujet hh mohim mexcuse,neutral,latin,maroc
sohila asl o baqi tqlid daba yayaw ana chakit wala klchi dayr tswira ihab o galss yssb f sohila laboha mzn o bano li njho,positive,latin,maroc
plz jawbni ida rapha howa li byekteb be lfacebook,neutral,latin,maroc
sift lik ds photo mabayninch o koi,neutral,latin,maroc
بلداننا باختصار تشكو قلة الموارد فقط تعاني كثرة اللصوص سطوتهم تحالفهم تآزرهم مواجهة الشعب,negative,arabe,maroc
انصحك ان تشم رائحتهم الزكية,positive,arabe,maroc
خخ واش بقاو المسؤولين حيت عصبهووم الفيديو أش غاتقول علينا حنا اللي سنين ومعصبين,negative,arabe,maroc
كلام منتهى الروعة,positive,arabe,maroc
باين مختل عقلي مخلي خدمتوا تخلى الأهل ديالوا مشى افجر نفسوا فسوريا العراق الأبرياء,negative,arabe,maroc
انفورماثيون دي ميستورا طلب فأكتوبر إسبانيا عدم إعاقة البحث حل محتمل لقضية الصحراء,neutral,arabe,maroc
أخي معتز مطر أخوك الجزائر وأنا أحبك الله دمت تدافع القضية الفلسطينية,positive,arabe,maroc
a sabho ala khair li fan lazazz ghdda inchallah kifach faqt nchattab lbbit ontalaakom chwfo hmam,positive,latin,maroc
عصابة تزوير وثائق الفيزا شنكَن ففاس المحكمة أجلات الضوصي لاستدعاء المتهمين طريق دفاعو,neutral,arabe,maroc
اختي نجوا انتي إنسانة اعطاكي الله قبول فحافضي وتدكري دائما مقبرة الفنان الغرور,positive,arabe,maroc
البي إس غلاء الأسعار هادشي كيزيد يدكَدكَ القدرة الشرائية للمواطنين والحكومة مادارت والو للتخفيف الأزمة,neutral,arabe,maroc
ay wahed sakne f rbate pourra prendre relève,neutral,latin,maroc
غاب الوازع الديني ، فأين النخوة فعندما تصرف الملايين أموال الضرائب المهرجانات الأسفار أليس الاولى احتواء الرحمة تحية لهسبريس للقراء الكرام,negative,arabe,maroc
ولدك لخدا جوج المنح فراسكش راه ولدك الحاصول الله ينعل يحشم,negative,arabe,maroc
hh hanya kolchi yhoun f wjoh hadok a,positive,latin,maroc
chbanlk f kabbaj f pjd,neutral,latin,maroc
ok ana man casa lmohim ghda ntafqo nchalah,neutral,latin,maroc
o fin hiya sbah khir gaama qoltiha hh,neutral,latin,maroc
اخى سعد المجرد فنان موهوب شاء الله برىء الله ينصر الحق وتظهر الحقيقه,positive,arabe,maroc
hh nti lqiti ki diri mohim msehtek a khti wlah iwa aqbali ya amina ah barkelah alik zwina w souka hbiba,positive,latin,maroc
semho lya makontch lbareh but knt vrm aiyana o rassi aarini sdaa bzzf exo q forever,negative,latin,maroc
ana wesehabi lemout dial dahek,neutral,latin,maroc
البرلماني المسعودي داير فضايح فمجال التعمير كيفاش كيستغل كاريير عشوائي أرض سلالية نواحي كَرسيف وثائق,neutral,arabe,maroc
الأمل الوحيد للمغرب نبيلة منيب,positive,arabe,maroc
شئ للملك ونحن نحب نرى وزير مزوار فقط,positive,arabe,maroc
bghina fmawazine o hada matlab jamahirie makhskomch tdwzoh hit hna bach taynjh lmhrajane f hna awla blkhtiyar,neutral,latin,maroc
prq qula li wqaalk,neutral,latin,maroc
nihad goli li wach nti likonti f barnamaj ala meditv maa zinb osama lbarh hit smitha nihad,neutral,latin,maroc
mamtafqinch ramdane qreb p,neutral,latin,maroc
السؤال لايطرح الا رجل زوجتان احدى زوجاته,negative,arabe,maroc
ana kankhdem ghir be litrates,neutral,latin,maroc
هه الزيادة كانت فعهد الحكومة السابقة شكرا,positive,arabe,maroc
wala chi habibti twahsht said,positive,latin,maroc
lmoslimin khasaro lyawm a choban ya najwa wla dame lmoslim aandokom khriss,negative,latin,maroc
اتقدم بالتحية لمن احسن تربيك فصبحت نموذج للشباب التربية والاخلاق,positive,arabe,maroc
siri aicha bawassa brassha baqa kathathat f lalaha ibtissam o finma dour tghani liha aghani dyalha hh,neutral,latin,maroc
naal chitane al haj yakma dawkhatek chemch f marrakech,negative,latin,maroc
ana min fans ibtissam sawatat mohamed chahine,positive,latin,maroc
matnsawch ra katkhtalf visa li ghadi ghir touriste machi li ghadi ala qbl khedma ana kanqalb maalomat daba,neutral,latin,maroc
بحري مات وجوج تعتقو بعدما تقلبات بيهم فلوكة فطانطان,neutral,arabe,maroc
المغاربة ملي صوتو علىحكومة بنكيران كانو كيقولو هادي الحكومةاللي غادي تتحقق ليهم داكشي اللي بغاو الحصيلة كانت العكس تماما اا,negative,arabe,maroc
الكَيرا فأوكرانيا اتهامات لروسيا بقصف ماريوبول الساحلية بمواد سامة والرئيس زيلينسكي باغي السلاح لتحريرها,neutral,arabe,maroc
الله يكون فعوانكم وانا كندعي معكم ليل نهار ورمضان مبارك عليكم,positive,arabe,maroc
تبرك لله بنت بلادي,positive,arabe,maroc
فضيحة مستخدمون بوزارة التجهيز والماء بلا تغطية صحية عطلة تعويضات ومتخلصوش شهرين وثيقة,neutral,arabe,maroc
بداية موفقة وعمل مميز الفكرة المضمون مزيد العطاء,positive,arabe,maroc
فأول زيارة بوريطة وصل لإسرائيل باش يشارك فقمة النقب التاريخية,neutral,arabe,maroc
nchaellah hit machi sahla tsafer o tji tkon andha hafla bhal hadi aalamia,neutral,latin,maroc
مندوبية التخطيط فالمية العائلات المغربية توقعات يتزاد الشوماج هاد العام,neutral,arabe,maroc
لينا مسلسلات ركيكة كسامحيني وامثاله لاتستحق البقاء مطلقا مطلقا فمزيدا الغرق,negative,arabe,maroc
الله الله الله واكبر الخيير بلادناا,positive,arabe,maroc
المدينة قدمت ولم تجد يقدم لشبابها يد العون للبحث قطعة رغيف تسكت ألم التهميش,negative,arabe,maroc
kayn ghi lghira wlhsaad qatlakoom li kibghi hanane kibghiha kima hiya machi kibda ytflsf,negative,latin,maroc
الدكتورة نبيلة منيب المرأة الديمقراطية وهي تستحق الفوز لانتخابات الرئاسة لأن الحزب اليسار الديمقراطي لتغيير وإصلاح الفساد,positive,arabe,maroc
قضية إمبراطورية الفايق غادية وكتكبر الفرقة الوطنية للشرطة القضائية مشات لمقر باشوية ولاد الطيب والقايد والباشا عايشين أعصابهم,neutral,arabe,maroc
tbarklah ala bnt bladi li dima mtlaa drapeau dyalna,positive,latin,maroc
المغرب يجيد شيءا المنع او رفع الرسوم,negative,arabe,maroc
bghinak tjib lina ihab amiir ila kan momkin,neutral,latin,maroc
hh lmaghrib diyal bak akbirt lqhab chofi ghi tswirtk aad dwi ala lalak,negative,latin,maroc
واش بصح تنقيل مدير حبس العرايش عندو علاقة بقطع لمحابسية؟ مندوبية السجون اللا هادشي كذوب وتنقيلو عادي,neutral,arabe,maroc
rah nkhliwh daba nrjao lih gheda makanmloch,neutral,latin,maroc
حسبي الله ونعم الوكيل فالوزارات,negative,arabe,maroc
waa chhal zwina taayr wahd f charafo o howa ydorbk,neutral,latin,maroc
zeama ida qalat hakak ra aanda ha ra gher bghat tenechet twetter dyal insta ntoma derto dakchi li khesa,neutral,latin,maroc
sara ila fqty aji face britek db db,neutral,latin,maroc
سلمت اناملك اخي القول,positive,arabe,maroc
bezzaf alik griezmann a lqraa,negative,latin,maroc
وهبي شخص مستفز يحاول الظهور مبدأ خالف تعرف الأسف أسلوبه ضعيف يرقى ممثل الشعب,negative,arabe,maroc
المغرب زوين,positive,arabe,maroc
والله العضيم كنت مدينة الدار البيضاء وترشحت للبرلمان لكنت انا اول شخص اصوت لاني اراك معاقا اراك بعيني سليم مثقف دو مستوى تستاهل منصب البرلمان,positive,arabe,maroc
kol sana winta bikhir min mabaqish inchallah inta o hanane dalo ikhwa,positive,latin,maroc
rah real madrid hadi fin compte hna rir kan tfarjo li waar waar aa,positive,latin,maroc
عيد الحب بقات ليه يومين عام وحنا ماشي سوقنا,positive,arabe,maroc
si tweets o nta sahi rak ghir katkhawer,neutral,latin,maroc
أخرباش خلال إطلاق المنصة الفرنكوفونية لمبادرات محاربة الفايك نيوز الخبار الكاذبة كتضر الحياة العامة بزاف,neutral,arabe,maroc
صوتك احساس رائع,positive,arabe,maroc
wach kishab lik anfreach lik rassk b appels,neutral,latin,maroc
مبروك حبيبتي,positive,arabe,maroc
خطة المدرب فشلت,negative,arabe,maroc
خاص الطويلب قاضي التحقيق المكلف بجرائم الأموال ففاس تابع مدير لاراديف بتهم ثقيلة الارتشاء واستغلال النفوذ ودوزو لغرفة الجنايات,neutral,arabe,maroc
حفظك الله سيدي رئيس الحكومة,positive,arabe,maroc
db ana naas w noud ntfraj f live rm wla nbqa fayqa hta ntfraj w naas,neutral,latin,maroc
طوال حياتي المس اي تغير قدمت الحكومة فل نقف بجانها بصوتنا,positive,arabe,maroc
عندما تتركون بلداننا نترك بلدانكم انتم خربتم اوطاننا,negative,arabe,maroc
أمين رب سنة هجرية مباركة تدخل حبيبي بالصحة المزيد النجاح,positive,arabe,maroc
كلشي جيتو ضد بنكيران غدي يترأس وية ثانية ان شاء الله,positive,arabe,maroc
عمليات ديال الجدارمية فقرية أركمان نواحي الناظور طيحات عدد الروشيرشي بسباب الاتجار الدولي فالمخدرات وتهجير البشر,neutral,arabe,maroc
ilaha ila lah ina lilah wa ina ilayhi larajiaon,negative,latin,maroc
جوى انتي جميلة رائعة صوتك جميل جدا انا اتمنى دائما النجاح السعادة مشواركي الفني,positive,arabe,maroc
pllz ghiir bedlo saa bkkhra aussi sabra ala qbel nass bhalkoum walah pllz,negative,latin,maroc
ya rite that video aala youtube taakad fihe wach aandek page wla merci,neutral,latin,maroc
wah bzef o hadak li maah bgha ird lih darba imkan khaf ala rasso hh badr tayaraf ghi ko,positive,latin,maroc
شوف كون مسلم قتل هندوسي كون لقيتي بوزبال تيبلبل تنقول دايرين قلوب هذ فيديو تعجبن امتحنت بسخفه فالحر ممتحن باولاد الزنا,negative,arabe,maroc
hahaha wlahiilaana kiajabnii tfartite dial chipss,positive,latin,maroc
تقبل الله منكم,positive,arabe,maroc
,positive,arabe,maroc
mazyan ghadi temchiw radio ghadi yefrah meskin fin jat ila kant qriba liya nemchi maakom,positive,latin,maroc
hay hay nti maajbanich lyoum tlahi wats app ndir lik istinttaq,negative,latin,maroc
حالة التنافي ديال رئيس جماعة ولاد افريحة فإقليم سطات كيخص الداخلية تتحرك بالزربة,neutral,arabe,maroc
حق الباميين ان يحلموا حق ان نمنعهم احلامهم وهم يعرفون انعا وردية احال الا متمنى الحاق اموت قال الاولون,negative,arabe,maroc
تعلم ملكنا صاحب أقوى اصلاحات العالم العربي بشهادة الغرب والشرق؟,positive,arabe,maroc
fati alah ykahli lik aziz alik momkin thadri maaya prive baghak darori,positive,latin,maroc
أخنوش كَالس اليوم النقابات فاتح مطالبهم وها شنو باغية الحكومة دبا,neutral,arabe,maroc
wmachetch moughribi ysseb nassim just twanssa ysebou ihab pk manearefchi law aala sout kan aend ghada wmakhdatch,neutral,latin,maroc
سنبقى معك الأبد جمهورك يحبك مقابل نحبك كفى,positive,arabe,maroc
كوريا الشمالية لبايدن انت رجل ضعيف وشيخ كيخرف,neutral,arabe,maroc
كتحمقني هاد لمدينة,positive,arabe,maroc
شمايت مش ارجال انا وليت كنحشم نقول انا عربي والله دبا غاد تولي كلمة عربي فالغرب شماته,negative,arabe,maroc
chkoun ghadi demain lmatar yesteqbel ibtissam,neutral,latin,maroc
gh of ppl here aint no sapiosexual wriwna kmamrkom wla qawido,neutral,latin,maroc
انت انتقمت بضرب قوته الشرائية تجميد الاجور الاجهاز مكتسباته عفا الله سلف للفاسدين رفضك التنازل التقاعد الوزاري وو,negative,arabe,maroc
ana moujouud nmchiw ndirou chi marrakech fois ytelqouna,positive,latin,maroc
انتم اشعل النار فلسطين انتم اكبر دولة ارهابية انتم وكلبكم الكيان الصهيوني تفوو عليكم,negative,arabe,maroc
o soltana fella waadat ibtissam boghniya,neutral,latin,maroc
tkt kolchi aarfk baqa vierge hta wahd maaiftrak,neutral,latin,maroc
o nta tyb ya joo habebi ya kimo wlaahi,positive,latin,maroc
الحمام كانحك امان الله زوج ضاربو كيجيني غراف لراس عمرت سطل سخون وبديت نشير الحزاق الحمد الله ماما معايا حيت,neutral,arabe,maroc
ارتفاع الخضر سببه الوساطة السماسرية خرجو علينا هاد البلاد الله احفظ,negative,arabe,maroc
,positive,arabe,maroc
ودود ودود دا العرش المجيد مبدئ يامعيد فعال تريد أسألك بنور وجهك الدي ملأ أركان عرشك وأسألك بقدرتك قدرت خلقك وأسألك برحمتك وسعت شيء إله ، مغيث أغثني,positive,arabe,maroc
اليهود اتهموا الله أنه تصارع وهبط الى الارض البريه يعقوب السلام دور مصارعه الله محمد علي كلاي,negative,arabe,maroc
mazaouj o ayan ihab qatlo naas maandoch maa shir ozydon khayf hit soto mrid darbo lbard,neutral,latin,maroc
choufo o dak lqehb dail macdo siro instagram sawri tramtek tji lhana tbkia taiqi alina b jouj fritat dailk,neutral,latin,maroc
أستحمار الشعب المغلوب أمر,negative,arabe,maroc
souhila bkit wahaq lah fax chaftak hata aalam maghribi chokran lik bazaf nmot alik,positive,latin,maroc
slm ihab natmana atkoun mzn charafti abladak knabriwak bzf ana astar banasba lina kanabrik bzf anta ohanan,positive,latin,maroc
تقرير رسمي الناتج الداخلي الإجمالي بالقيمة وصل لـ مليار أرقام,neutral,arabe,maroc
نريد التغير اخي شخصينا نرى التغيير الحكومة حالة فقر البطالة كنا مزال,negative,arabe,maroc
الرجل الشريف لحزب العدالة مكان الحقل السياسي حصل الفوز الانتخابات لولايتين,positive,arabe,maroc
قرب يودي قصف شاحنات كتنقل السلاح لميليشيات البوليساريو,neutral,arabe,maroc
الكَيرا فأوكرانيا الغرب خنق روسيا وناوي يدكَدكَها اقتصاديا والرئيس زيلينسكي الجيش الروسي دار جرائم حرب,neutral,arabe,maroc
بلاغ وزارة الصحة حول فيديو مستشفى سطات,neutral,arabe,maroc
wach zeama ghania tjini chi fikra nktebgha ana wakha ligha tefssir meana baqa kantaellem,neutral,latin,maroc
يارب صوتكم يوصل للملك جزاكم الله خير برطاجوها اخوان باش ملك يشوف حالهم راه جيران الملك طنجه,negative,arabe,maroc
nn ghiir sara saraha kanet khayfa lissamea oghnit assala ghabalih bhala oghniya khraa kherjat ala lhn,neutral,latin,maroc
رئيس جامعة مولاي اسماعيل حماية الحق فالحياة الخاصة الرقمية ولى اليوم حق أصيل حقوق الإنسان,neutral,arabe,maroc
العافية شعلات فمخيم الربيب فالسمارة تهزو للصبيطار فحالة خطيرة,neutral,arabe,maroc
malk taayr f psu dssrty a qayd serba,neutral,latin,maroc
mn hadchi kaml dima raja,positive,latin,maroc
ارض الله واسعه والإنسان يجعل لنفسه كرامه ايضا يهين نفسه,negative,arabe,maroc
عاجل المحكمة الدستورية حيدات المقعد البرلماني للتجمعي بدر طاهري وثيقة,neutral,arabe,maroc
اودي اسكتوا انه سينبعث رماده سترون انه بن كيران ادراك بن كيران,positive,arabe,maroc
حقيقة مفر كلهم ضد البجيدي بمخزنهم وجرائدهم وقنواتهم لهدا البيجيدي,positive,arabe,maroc
واسعد كلك دووق,positive,arabe,maroc
raph rjt knachq had oghnya ghir mli smatha mnk,positive,latin,maroc
تحية للدكتورة منيب,positive,arabe,maroc
wach momkin idoz bla had sawt raaea dyal bghina nchofoh,positive,latin,maroc
عاهر السعوديةعسى الله يطقكم انتو وايران ورئيس مصر وحلفائه وتاكلوا,negative,arabe,maroc
kim jongdae w achiro aka lhob dyali,positive,latin,maroc
ادم ماسينا يلعب للمغرب يعترف بأصوله داعي لمتابعته,negative,arabe,maroc
aeme but ja f ghq rah bayn kifach,neutral,latin,maroc
w hta ana dakhla o hta had magali ila knto katbgiw ihab man bsah thafdo lih ala jomhoro machi tnawdo lo sdaa,neutral,latin,maroc
hh mamtafqinch hbibi ana w amri ana ana buhdi,negative,latin,maroc
مسؤول سابق بالمخابرات الاسبانية المغرب استعرض الجرأة الدبلوماسية ديالو اعتراف ترامب وماغاديش يتنازل سبتة ومليلية,neutral,arabe,maroc
mchii tanchaar looaniyya o jamao drihmaat rah loghniyya tohtadaar,neutral,latin,maroc
تحية طيبة وخالصة استاذ,positive,arabe,maroc
اتركو بلد رئيسها خنزير صهيوني جن جنونه,negative,arabe,maroc
نتمنى للمغرب ان يحدو حدو تركيا,positive,arabe,maroc
hta howa w oum dyalo zado fih mafkroch f hanane o aarfin bli kaybqa fiha hal o homa ylh galo bli hanane f mqam khto saraha,neutral,latin,maroc
heti rassek fblasst ibtissam o meni tdkhol tag o tchof had hojom ala sadeqha,neutral,latin,maroc
أحسن فيديو العالم المملكة المغربية الشريفة,positive,arabe,maroc
البام يعيد العالم القروي الي السياسة وانما المقدم والشيخ قاما بذلك بايعاز المتحكمين,negative,arabe,maroc
بالنجاح والتوفيق نووجه انتي صوت ذهبي وافضل ناس كتيير,positive,arabe,maroc
بوليس زايو طيحو ريزو ديال تزوير الفلوس وها المحجوزات تصويرة,neutral,arabe,maroc
اصطدام باطو وزودياك حدا ميناء طنجة المتوسط,neutral,arabe,maroc
بنسبة فالمية الميزانية العامة للدولة تقرير رسمي خاص الزيادة فميزانية الصحة باش تتوافق معايير المنظومة العالمية,neutral,arabe,maroc
kharjoni ana o hadro aasbtooni awe,neutral,latin,maroc
wdrt tweter ala qblha wllah laadim telefon dyali aamr btsawerha wlmosalsal dyalha jdid,neutral,latin,maroc
انا سوريا وأحب المغرب وأحب سعد المجرد واهنئ الشعب المغرب الفوز وتأهل الى كأس العالم,positive,arabe,maroc
مسلم أفتخر,positive,arabe,maroc
chocolat noir chocolat b jben kolchi mojod,neutral,latin,maroc
وااو اجمل كلام,positive,arabe,maroc
hna chaab fina faqr w ghani aaychin saa w peace machi bhalkom maaychinkom f awham,negative,latin,maroc
الهضرة رجعات تعيينات جديدة فصفوف الولاة والعمال بعدما تأجلو عدد المرات وتوقع باش تكون هاد الأيام,neutral,arabe,maroc
اعجبني,positive,arabe,maroc
aid mobarak said nono w kil aam w enta b alf khir inchlah,positive,latin,maroc
daba tjibek lyaamm o nadmi ya gdaraa,negative,latin,maroc
بالتوفيق,positive,arabe,maroc
arah galk lebehiri ydir karoussa dyal tfah wmaylabch f casa,negative,latin,maroc
fththa clikit ala paint o dik impecr syts walo makhrjli walo,neutral,latin,maroc
alach amro ja lih,neutral,latin,maroc
a fink a o kaytaanbo zeama,negative,latin,maroc
فضيحة القرن بوزارة الصحة ايام الوردي والدكالي تسببات فاعتقال وزير الصحة فحكومة الشباب الموازية بتهم ثقيلة,neutral,arabe,maroc
النقابة الوطنية للتعليم العالي فكلية الطب بوجدة الصبيطار الجامعي محمد السادس خاصو رؤية استراتيجية جديدة لتأهيل وتطوير خدماتو الصحية,neutral,arabe,maroc
ana akhida mafi meno aa maghribi,neutral,latin,maroc
السينما المغربية بصفة تركز دائما الجانب الجنسي، أحوجنا بالأفلام الهادفة والتثقيفية مللنا مخرجين،,negative,arabe,maroc
قفة العيد الصغير مندوبية السجون كتحذر عائلات المحابسية استغلال هاد العملية فتسريب الممنوعات,neutral,arabe,maroc
wili lbgra dial akhir zaman thal liha fom hadi malha jatha lfara ola chno,negative,latin,maroc
الحمد لله طاير عقلنا بأغنيتك,positive,arabe,maroc
kon ghir tgals maah dima lmochkil machi binathom lmochkil mabin hanan lmgharba likaychofoha ovar ovar,negative,latin,maroc
sahrawya maghribya man dakhla waaychin wmkinch hadchi ila f dz aji adna aaychin bikher f watanna meghrebman antom,neutral,latin,maroc
مستوى االعيش بلادنا فرنسا يونان اسبانيا لنقوم بسياسة تقشفهم؟؟ادلتكم زاءفة كالعادة,negative,arabe,maroc
جبور رئيس قسم المعهد الوطني للجيوفيزياء لـكَود السيري ديال الهزات اللي تسجلات فعرض شواطئ الدريوش كانت منتظمة وحنا فحالة يقظة,neutral,arabe,maroc
